45.235.52.0/24,BR,BR-SC,Florianopolis;ggggg
2804:4d98:a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:1000::/41,BR,BR-SC,Florianopolis;
2804:4d98:1080::/41,BR,BR-RS,Caxias do Sul;
2804:4d98:1100::/41,BR,BR-SC,Florianopolis;
2804:4d98:1180::/41,BR,BR-SC,Florianopolis;
2804:4d98:1200::/41,BR,BR-SC,Florianopolis;
2804:4d98:1280::/41,BR,BR-SC,Florianopolis;
2804:4d98:1300::/41,BR,BR-SC,Florianopolis;
2804:4d98:1380::/41,BR,BR-SC,Florianopolis;
2804:4d98:1400::/41,BR,BR-SC,Florianopolis;
2804:4d98:1480::/41,BR,BR-SC,Florianopolis;
2804:4d98:1500::/41,BR,BR-SC,Florianopolis;
2804:4d98:1580::/41,BR,BR-SC,Florianopolis;
2804:4d98:1600::/41,BR,BR-SC,Florianopolis;
2804:4d98:1680::/41,BR,BR-SC,Florianopolis;
2804:4d98:1700::/41,BR,BR-SC,Florianopolis;
2804:4d98:1780::/41,BR,BR-SC,Florianopolis;
2804:4d98:1800::/41,BR,BR-SC,Florianopolis;
2804:4d98:1880::/41,BR,BR-SC,Florianopolis;
2804:4d98:1900::/41,BR,BR-SC,Florianopolis;
2804:4d98:1980::/41,BR,BR-SC,Florianopolis;
2804:4d98:1a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:1a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:1b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:1b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:1c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:1c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:1d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:1d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:1e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:1e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:1f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:1f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:2000::/41,BR,BR-SC,Florianopolis;
2804:4d98:2080::/41,BR,BR-SC,Florianopolis;
2804:4d98:2100::/41,BR,BR-SC,Florianopolis;
2804:4d98:2180::/41,BR,BR-SC,Florianopolis;
2804:4d98:2200::/41,BR,BR-SC,Florianopolis;
2804:4d98:2280::/41,BR,BR-SC,Florianopolis;
2804:4d98:2300::/41,BR,BR-SC,Florianopolis;
2804:4d98:2380::/41,BR,BR-SC,Florianopolis;
2804:4d98:2400::/41,BR,BR-SC,Florianopolis;
2804:4d98:2480::/41,BR,BR-SC,Florianopolis;
2804:4d98:2500::/41,BR,BR-SC,Florianopolis;
2804:4d98:2580::/41,BR,BR-SC,Florianopolis;
2804:4d98:2600::/41,BR,BR-SC,Florianopolis;
2804:4d98:2680::/41,BR,BR-SC,Florianopolis;
2804:4d98:2700::/41,BR,BR-SC,Florianopolis;
2804:4d98:2780::/41,BR,BR-SC,Florianopolis;
2804:4d98:2800::/41,BR,BR-SC,Florianopolis;
2804:4d98:2880::/41,BR,BR-SC,Florianopolis;
2804:4d98:2900::/41,BR,BR-SC,Florianopolis;
2804:4d98:2980::/41,BR,BR-SC,Florianopolis;
2804:4d98:2a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:2a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:2b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:2b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:2c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:2c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:2d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:2d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:2e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:2e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:2f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:2f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:3000::/41,BR,BR-SC,Florianopolis;
2804:4d98:3080::/41,BR,BR-SC,Florianopolis;
2804:4d98:3100::/41,BR,BR-SC,Florianopolis;
2804:4d98:3180::/41,BR,BR-SC,Florianopolis;
2804:4d98:3200::/41,BR,BR-SC,Florianopolis;
2804:4d98:3280::/41,BR,BR-SC,Florianopolis;
2804:4d98:3300::/41,BR,BR-SC,Florianopolis;
2804:4d98:3380::/41,BR,BR-SC,Florianopolis;
2804:4d98:3400::/41,BR,BR-SC,Florianopolis;
2804:4d98:3480::/41,BR,BR-SC,Florianopolis;
2804:4d98:3500::/41,BR,BR-SC,Florianopolis;
2804:4d98:3580::/41,BR,BR-SC,Florianopolis;
2804:4d98:3600::/41,BR,BR-SC,Florianopolis;
2804:4d98:3680::/41,BR,BR-SC,Florianopolis;
2804:4d98:3700::/41,BR,BR-SC,Florianopolis;
2804:4d98:3780::/41,BR,BR-SC,Florianopolis;
2804:4d98:3800::/41,BR,BR-SC,Florianopolis;
2804:4d98:3880::/41,BR,BR-SC,Florianopolis;
2804:4d98:3900::/41,BR,BR-SC,Florianopolis;
2804:4d98:3980::/41,BR,BR-SC,Florianopolis;
2804:4d98:3a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:3a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:3b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:3b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:3c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:3c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:3d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:3d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:3e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:3e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:3f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:3f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:4000::/41,BR,BR-SC,Florianopolis;
2804:4d98:4080::/41,BR,BR-SC,Florianopolis;
2804:4d98:4100::/41,BR,BR-SC,Florianopolis;
2804:4d98:4180::/41,BR,BR-SC,Florianopolis;
2804:4d98:4200::/41,BR,BR-SC,Florianopolis;
2804:4d98:4280::/41,BR,BR-SC,Florianopolis;
2804:4d98:4300::/41,BR,BR-SC,Florianopolis;
2804:4d98:4380::/41,BR,BR-SC,Florianopolis;
2804:4d98:4400::/41,BR,BR-SC,Florianopolis;
2804:4d98:4480::/41,BR,BR-SC,Florianopolis;
2804:4d98:4500::/41,BR,BR-SC,Florianopolis;
2804:4d98:4580::/41,BR,BR-SC,Florianopolis;
2804:4d98:4600::/41,BR,BR-SC,Florianopolis;
2804:4d98:4680::/41,BR,BR-SC,Florianopolis;
2804:4d98:4700::/41,BR,BR-SC,Florianopolis;
2804:4d98:4780::/41,BR,BR-SC,Florianopolis;
2804:4d98:4800::/41,BR,BR-SC,Florianopolis;
2804:4d98:4880::/41,BR,BR-SC,Florianopolis;
2804:4d98:4900::/41,BR,BR-SC,Florianopolis;
2804:4d98:4980::/41,BR,BR-SC,Florianopolis;
2804:4d98:4a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:4a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:4b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:4b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:4c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:4c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:4d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:4d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:4e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:4e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:4f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:4f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:5000::/41,BR,BR-SC,Florianopolis;
2804:4d98:5080::/41,BR,BR-SC,Florianopolis;
2804:4d98:5100::/41,BR,BR-SC,Florianopolis;
2804:4d98:5180::/41,BR,BR-SC,Florianopolis;
2804:4d98:5200::/41,BR,BR-SC,Florianopolis;
2804:4d98:5280::/41,BR,BR-SC,Florianopolis;
2804:4d98:5300::/41,BR,BR-SC,Florianopolis;
2804:4d98:5380::/41,BR,BR-SC,Florianopolis;
2804:4d98:5400::/41,BR,BR-SC,Florianopolis;
2804:4d98:5480::/41,BR,BR-SC,Florianopolis;
2804:4d98:5500::/41,BR,BR-SC,Florianopolis;
2804:4d98:5580::/41,BR,BR-SC,Florianopolis;
2804:4d98:5600::/41,BR,BR-SC,Florianopolis;
2804:4d98:5680::/41,BR,BR-SC,Florianopolis;
2804:4d98:5700::/41,BR,BR-SC,Florianopolis;
2804:4d98:5780::/41,BR,BR-SC,Florianopolis;
2804:4d98:5800::/41,BR,BR-SC,Florianopolis;
2804:4d98:5880::/41,BR,BR-SC,Florianopolis;
2804:4d98:5900::/41,BR,BR-SC,Florianopolis;
2804:4d98:5980::/41,BR,BR-SC,Florianopolis;
2804:4d98:5a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:5a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:5b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:5b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:5c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:5c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:5d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:5d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:5e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:5e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:5f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:5f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:6000::/41,BR,BR-SC,Florianopolis;
2804:4d98:6080::/41,BR,BR-SC,Florianopolis;
2804:4d98:6100::/41,BR,BR-SC,Florianopolis;
2804:4d98:6180::/41,BR,BR-SC,Florianopolis;
2804:4d98:6200::/41,BR,BR-SC,Florianopolis;
2804:4d98:6280::/41,BR,BR-SC,Florianopolis;
2804:4d98:6300::/41,BR,BR-SC,Florianopolis;
2804:4d98:6380::/41,BR,BR-SC,Florianopolis;
2804:4d98:6400::/41,BR,BR-SC,Florianopolis;
2804:4d98:6480::/41,BR,BR-SC,Florianopolis;
2804:4d98:6500::/41,BR,BR-SC,Florianopolis;
2804:4d98:6580::/41,BR,BR-SC,Florianopolis;
2804:4d98:6600::/41,BR,BR-SC,Florianopolis;
2804:4d98:6680::/41,BR,BR-SC,Florianopolis;
2804:4d98:6700::/41,BR,BR-SC,Florianopolis;
2804:4d98:6780::/41,BR,BR-SC,Florianopolis;
2804:4d98:6800::/41,BR,BR-SC,Florianopolis;
2804:4d98:6880::/41,BR,BR-SC,Florianopolis;
2804:4d98:6900::/41,BR,BR-SC,Florianopolis;
2804:4d98:6980::/41,BR,BR-SC,Florianopolis;
2804:4d98:6a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:6a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:6b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:6b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:6c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:6c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:6d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:6d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:6e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:6e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:6f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:6f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:7000::/41,BR,BR-SC,Florianopolis;
2804:4d98:7080::/41,BR,BR-SC,Florianopolis;
2804:4d98:7100::/41,BR,BR-SC,Florianopolis;
2804:4d98:7180::/41,BR,BR-SC,Florianopolis;
2804:4d98:7200::/41,BR,BR-SC,Florianopolis;
2804:4d98:7280::/41,BR,BR-SC,Florianopolis;
2804:4d98:7300::/41,BR,BR-SC,Florianopolis;
2804:4d98:7380::/41,BR,BR-SC,Florianopolis;
2804:4d98:7400::/41,BR,BR-SC,Florianopolis;
2804:4d98:7480::/41,BR,BR-SC,Florianopolis;
2804:4d98:7500::/41,BR,BR-SC,Florianopolis;
2804:4d98:7580::/41,BR,BR-SC,Florianopolis;
2804:4d98:7600::/41,BR,BR-SC,Florianopolis;
2804:4d98:7680::/41,BR,BR-SC,Florianopolis;
2804:4d98:7700::/41,BR,BR-SC,Florianopolis;
2804:4d98:7780::/41,BR,BR-SC,Florianopolis;
2804:4d98:7800::/41,BR,BR-SC,Florianopolis;
2804:4d98:7880::/41,BR,BR-SC,Florianopolis;
2804:4d98:7900::/41,BR,BR-SC,Florianopolis;
2804:4d98:7980::/41,BR,BR-SC,Florianopolis;
2804:4d98:7a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:7a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:7b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:7b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:7c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:7c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:7d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:7d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:7e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:7e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:7f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:7f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:8000::/41,BR,BR-SC,Florianopolis;
2804:4d98:8080::/41,BR,BR-SC,Florianopolis;
2804:4d98:8100::/41,BR,BR-SC,Florianopolis;
2804:4d98:8180::/41,BR,BR-SC,Florianopolis;
2804:4d98:8200::/41,BR,BR-SC,Florianopolis;
2804:4d98:8280::/41,BR,BR-SC,Florianopolis;
2804:4d98:8300::/41,BR,BR-SC,Florianopolis;
2804:4d98:8380::/41,BR,BR-SC,Florianopolis;
2804:4d98:8400::/41,BR,BR-SC,Florianopolis;
2804:4d98:8480::/41,BR,BR-SC,Florianopolis;
2804:4d98:8500::/41,BR,BR-SC,Florianopolis;
2804:4d98:8580::/41,BR,BR-SC,Florianopolis;
2804:4d98:8600::/41,BR,BR-SC,Florianopolis;
2804:4d98:8680::/41,BR,BR-SC,Florianopolis;
2804:4d98:8700::/41,BR,BR-SC,Florianopolis;
2804:4d98:8780::/41,BR,BR-SC,Florianopolis;
2804:4d98:8800::/41,BR,BR-SC,Florianopolis;
2804:4d98:8880::/41,BR,BR-SC,Florianopolis;
2804:4d98:8900::/41,BR,BR-SC,Florianopolis;
2804:4d98:8980::/41,BR,BR-SC,Florianopolis;
2804:4d98:8a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:8a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:8b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:8b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:8c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:8c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:8d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:8d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:8e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:8e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:8f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:8f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:9000::/41,BR,BR-SC,Florianopolis;
2804:4d98:9080::/41,BR,BR-SC,Florianopolis;
2804:4d98:9100::/41,BR,BR-SC,Florianopolis;
2804:4d98:9180::/41,BR,BR-SC,Florianopolis;
2804:4d98:9200::/41,BR,BR-SC,Florianopolis;
2804:4d98:9280::/41,BR,BR-SC,Florianopolis;
2804:4d98:9300::/41,BR,BR-SC,Florianopolis;
2804:4d98:9380::/41,BR,BR-SC,Florianopolis;
2804:4d98:9400::/41,BR,BR-SC,Florianopolis;
2804:4d98:9480::/41,BR,BR-SC,Florianopolis;
2804:4d98:9500::/41,BR,BR-SC,Florianopolis;
2804:4d98:9580::/41,BR,BR-SC,Florianopolis;
2804:4d98:9600::/41,BR,BR-SC,Florianopolis;
2804:4d98:9680::/41,BR,BR-SC,Florianopolis;
2804:4d98:9700::/41,BR,BR-SC,Florianopolis;
2804:4d98:9780::/41,BR,BR-SC,Florianopolis;
2804:4d98:9800::/41,BR,BR-SC,Florianopolis;
2804:4d98:9880::/41,BR,BR-SC,Florianopolis;
2804:4d98:9900::/41,BR,BR-SC,Florianopolis;
2804:4d98:9980::/41,BR,BR-SC,Florianopolis;
2804:4d98:9a00::/41,BR,BR-SC,Florianopolis;
2804:4d98:9a80::/41,BR,BR-SC,Florianopolis;
2804:4d98:9b00::/41,BR,BR-SC,Florianopolis;
2804:4d98:9b80::/41,BR,BR-SC,Florianopolis;
2804:4d98:9c00::/41,BR,BR-SC,Florianopolis;
2804:4d98:9c80::/41,BR,BR-SC,Florianopolis;
2804:4d98:9d00::/41,BR,BR-SC,Florianopolis;
2804:4d98:9d80::/41,BR,BR-SC,Florianopolis;
2804:4d98:9e00::/41,BR,BR-SC,Florianopolis;
2804:4d98:9e80::/41,BR,BR-SC,Florianopolis;
2804:4d98:9f00::/41,BR,BR-SC,Florianopolis;
2804:4d98:9f80::/41,BR,BR-SC,Florianopolis;
2804:4d98:a000::/41,BR,BR-SC,Florianopolis;
2804:4d98:a080::/41,BR,BR-SC,Florianopolis;
2804:4d98:a100::/41,BR,BR-SC,Florianopolis;
2804:4d98:a180::/41,BR,BR-SC,Florianopolis;
2804:4d98:a200::/41,BR,BR-SC,Florianopolis;
2804:4d98:a280::/41,BR,BR-SC,Florianopolis;
2804:4d98:a300::/41,BR,BR-SC,Florianopolis;
2804:4d98:a380::/41,BR,BR-SC,Florianopolis;
2804:4d98:a400::/41,BR,BR-SC,Florianopolis;
2804:4d98:a480::/41,BR,BR-SC,Florianopolis;
2804:4d98:a500::/41,BR,BR-SC,Florianopolis;
2804:4d98:a580::/41,BR,BR-SC,Florianopolis;
2804:4d98:a600::/41,BR,BR-SC,Florianopolis;
2804:4d98:a680::/41,BR,BR-SC,Florianopolis;
2804:4d98:a700::/41,BR,BR-SC,Florianopolis;
2804:4d98:a780::/41,BR,BR-SC,Florianopolis;
2804:4d98:a800::/41,BR,BR-SC,Florianopolis;
2804:4d98:a880::/41,BR,BR-SC,Florianopolis;
2804:4d98:a900::/41,BR,BR-SC,Florianopolis;
2804:4d98:a980::/41,BR,BR-SC,Florianopolis;
2804:4d98:aa00::/41,BR,BR-SC,Florianopolis;
2804:4d98:aa80::/41,BR,BR-SC,Florianopolis;
2804:4d98:ab00::/41,BR,BR-SC,Florianopolis;
2804:4d98:ab80::/41,BR,BR-SC,Florianopolis;
2804:4d98:ac00::/41,BR,BR-SC,Florianopolis;
2804:4d98:ac80::/41,BR,BR-SC,Florianopolis;
2804:4d98:ad00::/41,BR,BR-SC,Florianopolis;
2804:4d98:ad80::/41,BR,BR-SC,Florianopolis;
2804:4d98:ae00::/41,BR,BR-SC,Florianopolis;
2804:4d98:ae80::/41,BR,BR-SC,Florianopolis;
2804:4d98:af00::/41,BR,BR-SC,Florianopolis;
2804:4d98:af80::/41,BR,BR-SC,Florianopolis;
2804:4d98:b000::/41,BR,BR-SC,Florianopolis;
2804:4d98:b080::/41,BR,BR-SC,Florianopolis;
2804:4d98:b100::/41,BR,BR-SC,Florianopolis;
2804:4d98:b180::/41,BR,BR-SC,Florianopolis;
2804:4d98:b200::/41,BR,BR-SC,Florianopolis;
2804:4d98:b280::/41,BR,BR-SC,Florianopolis;
2804:4d98:b300::/41,BR,BR-SC,Florianopolis;
2804:4d98:b380::/41,BR,BR-SC,Florianopolis;
2804:4d98:b400::/41,BR,BR-SC,Florianopolis;
2804:4d98:b480::/41,BR,BR-SC,Florianopolis;
2804:4d98:b500::/41,BR,BR-SC,Florianopolis;
2804:4d98:b580::/41,BR,BR-SC,Florianopolis;
2804:4d98:b600::/41,BR,BR-SC,Florianopolis;
2804:4d98:b680::/41,BR,BR-SC,Florianopolis;
2804:4d98:b700::/41,BR,BR-SC,Florianopolis;
2804:4d98:b780::/41,BR,BR-SC,Florianopolis;
2804:4d98:b800::/41,BR,BR-SC,Florianopolis;
2804:4d98:b880::/41,BR,BR-SC,Florianopolis;
2804:4d98:b900::/41,BR,BR-SC,Florianopolis;
2804:4d98:b980::/41,BR,BR-SC,Florianopolis;
2804:4d98:ba00::/41,BR,BR-SC,Florianopolis;
2804:4d98:ba80::/41,BR,BR-SC,Florianopolis;
2804:4d98:bb00::/41,BR,BR-SC,Florianopolis;
2804:4d98:bb80::/41,BR,BR-SC,Florianopolis;
2804:4d98:bc00::/41,BR,BR-SC,Florianopolis;
2804:4d98:bc80::/41,BR,BR-SC,Florianopolis;
2804:4d98:bd00::/41,BR,BR-SC,Florianopolis;
2804:4d98:bd80::/41,BR,BR-SC,Florianopolis;
2804:4d98:be00::/41,BR,BR-SC,Florianopolis;
2804:4d98:be80::/41,BR,BR-SC,Florianopolis;
2804:4d98:bf00::/41,BR,BR-SC,Florianopolis;
2804:4d98:bf80::/41,BR,BR-SC,Florianopolis;
2804:4d98:c000::/41,BR,BR-SC,Florianopolis;
2804:4d98:c080::/41,BR,BR-SC,Florianopolis;
2804:4d98:c100::/41,BR,BR-SC,Florianopolis;
2804:4d98:c180::/41,BR,BR-SC,Florianopolis;
2804:4d98:c200::/41,BR,BR-SC,Florianopolis;
2804:4d98:c280::/41,BR,BR-SC,Florianopolis;
2804:4d98:c300::/41,BR,BR-SC,Florianopolis;
2804:4d98:c380::/41,BR,BR-SC,Florianopolis;
2804:4d98:c400::/41,BR,BR-SC,Florianopolis;
2804:4d98:c480::/41,BR,BR-SC,Florianopolis;
2804:4d98:c500::/41,BR,BR-SC,Florianopolis;
2804:4d98:c580::/41,BR,BR-SC,Florianopolis;
2804:4d98:c600::/41,BR,BR-SC,Florianopolis;
2804:4d98:c680::/41,BR,BR-SC,Florianopolis;
2804:4d98:c700::/41,BR,BR-SC,Florianopolis;
2804:4d98:c780::/41,BR,BR-SC,Florianopolis;
2804:4d98:c800::/41,BR,BR-SC,Florianopolis;
2804:4d98:c880::/41,BR,BR-SC,Florianopolis;
2804:4d98:c900::/41,BR,BR-SC,Florianopolis;
2804:4d98:c980::/41,BR,BR-SC,Florianopolis;
2804:4d98:ca00::/41,BR,BR-SC,Florianopolis;
2804:4d98:ca80::/41,BR,BR-SC,Florianopolis;
2804:4d98:cb00::/41,BR,BR-SC,Florianopolis;
2804:4d98:cb80::/41,BR,BR-SC,Florianopolis;
2804:4d98:cc00::/41,BR,BR-SC,Florianopolis;
2804:4d98:cc80::/41,BR,BR-SC,Florianopolis;
2804:4d98:cd00::/41,BR,BR-SC,Florianopolis;
2804:4d98:cd80::/41,BR,BR-SC,Florianopolis;
2804:4d98:ce00::/41,BR,BR-SC,Florianopolis;
2804:4d98:ce80::/41,BR,BR-SC,Florianopolis;
2804:4d98:cf00::/41,BR,BR-SC,Florianopolis;
2804:4d98:cf80::/41,BR,BR-SC,Florianopolis;
2804:4d98:d000::/41,BR,BR-SC,Florianopolis;
2804:4d98:d080::/41,BR,BR-SC,Florianopolis;
2804:4d98:d100::/41,BR,BR-SC,Florianopolis;
2804:4d98:d180::/41,BR,BR-SC,Florianopolis;
2804:4d98:d200::/41,BR,BR-SC,Florianopolis;
2804:4d98:d280::/41,BR,BR-SC,Florianopolis;
2804:4d98:d300::/41,BR,BR-SC,Florianopolis;
2804:4d98:d380::/41,BR,BR-SC,Florianopolis;
2804:4d98:d400::/41,BR,BR-SC,Florianopolis;
2804:4d98:d480::/41,BR,BR-SC,Florianopolis;
2804:4d98:d500::/41,BR,BR-SC,Florianopolis;
2804:4d98:d580::/41,BR,BR-SC,Florianopolis;
2804:4d98:d600::/41,BR,BR-SC,Florianopolis;
2804:4d98:d680::/41,BR,BR-SC,Florianopolis;
2804:4d98:d700::/41,BR,BR-SC,Florianopolis;
2804:4d98:d780::/41,BR,BR-SC,Florianopolis;
2804:4d98:d800::/41,BR,BR-SC,Florianopolis;
2804:4d98:d880::/41,BR,BR-SC,Florianopolis;
2804:4d98:d900::/41,BR,BR-SC,Florianopolis;
2804:4d98:d980::/41,BR,BR-SC,Florianopolis;
2804:4d98:da00::/41,BR,BR-SC,Florianopolis;
2804:4d98:da80::/41,BR,BR-SC,Florianopolis;
2804:4d98:db00::/41,BR,BR-SC,Florianopolis;
2804:4d98:db80::/41,BR,BR-SC,Florianopolis;
2804:4d98:dc00::/41,BR,BR-SC,Florianopolis;
2804:4d98:dc80::/41,BR,BR-SC,Florianopolis;
2804:4d98:dd00::/41,BR,BR-SC,Florianopolis;
2804:4d98:dd80::/41,BR,BR-SC,Florianopolis;
2804:4d98:de00::/41,BR,BR-SC,Florianopolis;
2804:4d98:de80::/41,BR,BR-SC,Florianopolis;
